cooling,heating,lighting,electric_equip,hot_water,gas_equip,process,fan_electric,pump_electric
2475.3613886139556,1000.0,29.731341490011207,148.43380947349848,11.732635290177027,0,0,110.32936808814668,3.9295564642501746
2338.242303384952,1000.0,29.731341490011207,135.67202498487467,10.04221635395008,0,0,105.06011440291647,3.9295564642501746
2274.8243220699997,1000.0,29.731341490011207,129.29113274056277,3.6772306175311904,0,0,102.17521269404583,3.9295564642501746
2183.505178356915,640.6232049955777,29.731341490011207,126.10068661840681,4.563446848219703,0,0,98.70840547647941,3.9295564642501746
2136.0576806069585,563.7451024095925,38.127431170691096,127.9317242020161,18.8708211059208,0,0,96.98499692316271,3.9295564642501746
2268.6284695524723,1000.0,52.82058857560854,147.54602998001445,85.65147712326244,0,0,102.44729618133712,3.9295564642501746
2463.877194631686,1000.0,54.91961090303298,189.96508765816716,41.79361420392115,0,0,111.76679992311267,3.9295564642501746
2526.1610757381804,1000.0,52.82058857560854,228.72207016910122,33.605494524420585,0,0,114.5409098660932,3.9295564642501746
2343.740303925061,1000.0,38.127431170691096,231.91251629125716,33.41207601499304,0,0,105.65605799115706,3.9295564642501746
2448.349300282125,1000.0,33.929386144860096,229.60984966258525,33.27710728579261,0,0,107.57908616086223,3.9295564642501746
2638.9957427023733,1000.0,33.929386144860096,228.66659157246005,33.311024636951835,0,0,113.06272288726234,3.9295564642501746
2677.579416961062,1000.0,33.929386144860096,231.85703769461603,32.8017599457924,0,0,115.03041807634492,3.9295564642501746
2730.0676031641897,1000.0,33.929386144860096,228.66659157246005,32.92663854002334,0,0,117.15981555855288,3.9295564642501746
2782.7917812180435,1000.0,33.929386144860096,219.09525320599215,32.90238510006209,0,0,117.7593516329838,3.9295564642501746
2924.766288730067,1000.0,33.929386144860096,215.90480708383618,32.616289285285845,0,0,120.73274564394225,3.9295564642501746
2765.4853761043646,1000.0,40.226453869097654,225.47614545030407,35.38174616119737,0,0,117.25405679752237,3.9295564642501746
2878.749704779952,1000.0,54.91961090303298,271.08564925061273,35.45246449400351,0,0,122.1333455759683,3.9295564642501746
3105.9652295606384,1000.0,67.51374560954388,340.3876844445597,34.96669438774064,0,0,132.03831229162782,3.9295564642501746
3151.643746668545,1000.0,82.20690301446132,340.3876844445597,33.7865456945336,0,0,139.7315115912177,3.9295564642501746
3049.222416468084,1000.0,92.70201539354778,314.3924864222494,33.41188572541016,0,0,136.58183765090828,3.9295564642501746
3097.699953100306,1000.0,92.70201539354778,301.63070193362563,33.32545712894354,0,0,137.24930612834143,3.9295564642501746
3061.501542898126,1000.0,71.71179063537488,285.2068422777832,32.58200725553596,0,0,136.84354035003543,3.9295564642501746
2805.850174473998,1000.0,50.72156587720199,236.87852140038123,32.875064771896525,0,0,126.44584924879562,3.9295564642501746
2736.5043721147763,1000.0,36.028408843266654,191.74064664513523,25.948029786131695,0,0,120.71673636814685,3.9295564642501746
2477.329064039123,1000.0,29.731341490011207,148.43380947349848,11.7401361297366,0,0,110.42919907524876,3.9295564642501746
2387.466065563487,1000.0,29.731341490011207,135.67202498487467,8.84871967355954,0,0,106.28950559273403,3.9295564642501746
2327.204363568792,1000.0,29.731341490011207,129.29113274056277,3.0761098219425644,0,0,103.59637119761958,3.9295564642501746
2310.6529671866588,1000.0,29.731341490011207,126.10068661840681,3.979969823102711,0,0,102.58384270020088,3.9295564642501746
2322.3325152822104,906.3292138704784,38.127431170691096,127.9317242020161,18.432740953466006,0,0,102.97690531965883,3.9295564642501746
2385.7903048894573,1000.0,52.82058857560854,147.54602998001445,85.58775517407341,0,0,106.31519656101138,3.9295564642501746
2616.970747124619,1000.0,54.91961090303298,189.96508765816716,41.784514542240515,0,0,116.87831943067575,3.9295564642501746
2720.275039481286,1000.0,52.82058857560854,228.72207016910122,33.60540031524885,0,0,121.44529796127419,3.9295564642501746
2462.007910216809,1000.0,38.127431170691096,231.91251629125716,33.412048546688716,0,0,109.20889451221966,3.9295564642501746
2484.1773139037027,1000.0,33.929386144860096,229.60984966258525,33.265115838119534,0,0,108.88994153183103,3.9295564642501746
2600.085018740953,1000.0,33.929386144860096,228.66659157246005,33.30283221992814,0,0,112.75271665908593,3.9295564642501746
2638.4577750152766,1000.0,33.929386144860096,231.85703769461603,32.80190292273548,0,0,113.85373027952019,3.9295564642501746
2628.9862486907646,1000.0,33.929386144860096,228.66659157246005,32.72296882000628,0,0,112.68336766680292,3.9295564642501746
2518.1967766689004,1000.0,33.929386144860096,219.09525320599215,32.605485965081236,0,0,108.03276922615083,3.9295564642501746
2525.3786717659887,1000.0,33.929386144860096,215.90480708383618,32.15889738370392,0,0,106.75980300029134,3.9295564642501746
2368.3958157337374,1000.0,40.226453869097654,225.47614545030407,35.139744934969784,0,0,103.24443548202329,3.9295564642501746
2592.632797258398,1000.0,54.91961090303298,271.08564925061273,35.41662301576099,0,0,111.50651476476077,3.9295564642501746
2921.925975494714,1000.0,67.51374560954388,340.3876844445597,34.96425415106324,0,0,127.3445927051646,3.9295564642501746
3213.8110989262727,1000.0,82.20690301446132,340.3876844445597,33.78647427504132,0,0,140.326905678755,3.9295564642501746
3103.0049970610316,1000.0,92.70201539354778,314.3924864222494,33.434928975950925,0,0,137.14670093845356,3.9295564642501746
3059.9389095953707,1000.0,92.70201539354778,301.63070193362563,33.32402015623004,0,0,135.73259366792755,3.9295564642501746
3189.049360853395,1000.0,71.71179063537488,285.2068422777832,32.58192375484148,0,0,138.98031367129943,3.9295564642501746
2915.00348451578,1000.0,50.72156587720199,236.87852140038123,32.6442219786214,0,0,128.56745666515454,3.9295564642501746
2720.6459395119473,1000.0,36.028408843266654,191.74064664513523,25.835543710573997,0,0,119.8895731505904,3.9295564642501746
2531.6439376539097,1000.0,29.731341490011207,148.43380947349848,11.720982178806644,0,0,111.44437785989089,3.9295564642501746
2448.592651135434,1000.0,29.731341490011207,135.67202498487467,8.840564267080532,0,0,107.66247798168305,3.9295564642501746
2378.7416437053826,1000.0,29.731341490011207,129.29113274056277,3.0741893838062957,0,0,104.89254785082464,3.9295564642501746
2367.270955556114,1000.0,29.731341490011207,126.10068661840681,3.9781059704190223,0,0,103.84485754717754,3.9295564642501746
2319.0448893825373,914.4106990558674,38.127431170691096,127.9317242020161,18.425918542515877,0,0,102.70492351371392,3.9295564642501746
