cooling,heating,lighting,electric_equip,hot_water,gas_equip,process,fan_electric,pump_electric
9.780177794200224,3.636575356986831,0.058289762628308525,0.504400363514212,0.0,0,0,2.2061121424277403,5.562012562648544
9.079186012052444,5.037009835452549,0.058289762628308525,0.504400363514212,0.0,0,0,2.2061121424277403,5.562012562648544
8.879668807155454,5.668546526582064,0.058289762628308525,0.504400363514212,0.0,0,0,2.2061121424277403,5.562012562648544
8.458991582747322,6.871600437683246,0.058289762628308525,0.504400363514212,0.0,0,0,2.2061121424277403,5.562012562648544
7.187433173225437,8.52874840440622,0.058289762628308525,0.504400363514212,0.0,0,0,2.2061121424277403,5.562012562648544
7.770958581978787,8.143067187201897,0.058289762628308525,0.504400363514212,0.0,0,0,2.2061121424277403,5.562012562648544
7.02365955127102,6.542654655011589,0.10052950906462743,0.8333282161684357,0.009621715988768811,0,0,2.2061121424277403,5.562012562648544
6.999819132573838,5.841931001720957,0.10052950906462743,0.8333282161684357,0.009621715988768811,0,0,2.2061121424277403,5.562012562648544
7.551329598394645,1.52718198421819,0.3015885271938823,1.0416602702105446,0.009621715988768811,0,0,2.206112142427741,5.562012562648544
9.201571948842895,0.0,0.3015885271938823,1.0416602702105446,0.009621715988768811,0,0,2.206112142427741,5.562012562648544
9.54517325206471,0.0,0.3015885271938823,1.0416602702105446,0.009621715988768811,0,0,2.2061121424277403,5.562012562648544
9.54587519882506,0.0,0.3015885271938823,1.0416602702105446,0.014432573983153217,0,0,2.2061121424277403,5.562012562648544
10.466496890983212,0.0,0.15079426359694115,0.7291621891473813,0.014432573983153216,0,0,2.2061121424277403,5.562012562648544
11.746200739634078,0.0,0.15079426359694115,0.7291621891473813,0.02164886097472982,0,0,2.2061121424277403,5.562012562648544
11.896419612943543,0.0,0.15079426359694115,0.7291621891473813,0.014432573983153216,0,0,2.2061121424277403,5.562012562648544
11.462172581840491,0.0,0.15079426359694115,0.7291621891473813,0.009621715988768811,0,0,2.2061121424277403,5.562012562648544
11.940828491688531,0.0,0.15079426359694115,0.7291621891473813,0.009621715988768811,0,0,2.2061121424277403,5.562012562648544
11.695284411869165,0.0,0.050264754532313716,0.6249961621263268,0.009621715988768811,0,0,2.206112142427741,5.562012562648544
12.04695114453365,0.065180848344555,0.050264754532313716,0.6249961621263268,0.0,0,0,2.2061121424277403,5.562012562648544
11.459603686250501,0.8259336338997022,0.058289762628308525,0.504400363514212,0.0,0,0,2.20611214242774,5.562012562648544
10.319920574907789,0.8314744714599426,0.058289762628308525,0.504400363514212,0.0,0,0,2.2061121424277403,5.562012562648544
12.30138977898229,2.190679864561615,0.058289762628308525,0.504400363514212,0.0,0,0,2.2061121424277403,5.562012562648544
10.197391795965965,3.8967641810523777,0.058289762628308525,0.504400363514212,0.0,0,0,2.2061121424277403,5.562012562648544
11.24234744205276,2.4264961727439456,0.058289762628308525,0.504400363514212,0.0,0,0,2.2061121424277403,5.562012562648544
