cooling,heating,lighting,electric_equip,hot_water,gas_equip,process,fan_electric,pump_electric
3.1978384428697866,2.2797125128390903,0.018838352102982365,0.16301441660251897,0.0,0,0,0.7126488018433138,1.6055025917679064
2.993609372772558,2.7889416031100582,0.018838352102982365,0.16301441660251897,0.0,0,0,0.7126488018433138,1.6055025917679064
2.9227428894086884,2.983572903011411,0.018838352102982365,0.16301441660251897,0.0,0,0,0.7126488018433138,1.6055025917679064
2.827355474165611,3.4171674598297788,0.018838352102982365,0.16301441660251897,0.0,0,0,0.7126488018433138,1.6055025917679064
2.5515558566344927,4.0219847287253865,0.018838352102982365,0.16301441660251897,0.0,0,0,0.7126488018433138,1.6055025917679064
2.6567140034157575,3.8010953914522467,0.018838352102982365,0.16301441660251897,0.0,0,0,0.7126488018433138,1.6055025917679064
2.478202830060938,3.6097376994858394,0.03248958656043106,0.26931882453587447,0.0031095901828787683,0,0,0.7126488018433138,1.6055025917679064
2.4675226506006553,3.4281946701676813,0.03248958656043106,0.26931882453587447,0.0031095901828787683,0,0,0.7126488018433138,1.6055025917679064
2.584223678868784,1.9939489991102217,0.09746875968129316,0.3366485306698431,0.0031095901828787683,0,0,0.7126488018433138,1.6055025917679064
2.9298601328705516,0.33167133912837915,0.09746875968129316,0.3366485306698431,0.0031095901828787683,0,0,0.7126488018433138,1.6055025917679064
2.9857584954940144,0.0,0.09746875968129316,0.3366485306698431,0.0031095901828787683,0,0,0.7126488018433138,1.6055025917679062
3.0109906290992066,0.0,0.09746875968129316,0.3366485306698431,0.004664385274318152,0,0,0.7126488018433138,1.6055025917679062
3.2485916864445445,0.0,0.04873437984064658,0.2356539714688902,0.004664385274318152,0,0,0.7126488018433138,1.6055025917679062
3.6283118540563684,0.0,0.04873437984064658,0.2356539714688902,0.006996577911477226,0,0,0.7126488018433138,1.6055025917679062
3.7053043305260385,0.0,0.04873437984064658,0.2356539714688902,0.004664385274318151,0,0,0.7126488018433138,1.6055025917679062
3.566198012524544,0.0,0.04873437984064658,0.2356539714688902,0.0031095901828787683,0,0,0.7126488018433138,1.6055025917679064
3.6422677164607644,0.0,0.04873437984064658,0.2356539714688902,0.0031095901828787683,0,0,0.7126488018433138,1.6055025917679064
3.558498950127696,0.0037515453038953267,0.01624479328021553,0.20198911840190586,0.0031095901828787683,0,0,0.7126488018433138,1.6055025917679062
3.663216303501083,0.6701843125178418,0.01624479328021553,0.20198911840190586,0.0,0,0,0.7126488018433138,1.6055025917679062
3.577022143743215,1.5342301067360826,0.018838352102982365,0.16301441660251897,0.0,0,0,0.7126488018433138,1.6055025917679062
3.329501087043044,1.4335037537382527,0.018838352102982365,0.16301441660251897,0.0,0,0,0.7126488018433138,1.6055025917679064
3.7080028285574955,1.8987942008995522,0.018838352102982365,0.16301441660251897,0.0,0,0,0.7126488018433138,1.6055025917679064
3.312759595691426,2.527542389377819,0.018838352102982365,0.16301441660251897,0.0,0,0,0.7126488018433138,1.6055025917679064
3.5584719401055587,1.787824867827464,0.018838352102982365,0.16301441660251897,0.0,0,0,0.7126488018433138,1.6055025917679064
3.1980470568457235,2.2578472093142032,0.018838352102982365,0.16301441660251897,0.0,0,0,0.7126488018433138,1.6055025917679064
3.3185508601593066,2.383176019064637,0.018838352102982365,0.16301441660251897,0.0,0,0,0.7126488018433138,1.6055025917679064
3.2847610428794605,2.595652926243857,0.018838352102982365,0.16301441660251897,0.0,0,0,0.7126488018433138,1.6055025917679064
3.35254686446476,2.543428011799053,0.018838352102982365,0.16301441660251897,0.0,0,0,0.7126488018433138,1.6055025917679064
3.3748222351944497,2.6023506756928154,0.018838352102982365,0.16301441660251897,0.0,0,0,0.7126488018433138,1.6055025917679064
3.264419670151692,3.0067650706799407,0.018838352102982365,0.16301441660251897,0.0,0,0,0.7126488018433138,1.6055025917679064
3.239718949121023,2.537004476230547,0.03248958656043106,0.26931882453587447,0.0031103139989525123,0,0,0.7126488018433138,1.6055025917679064
3.2459273785354044,2.246696805703566,0.03248958656043106,0.26931882453587447,0.0031103139989525123,0,0,0.7126488018433138,1.6055025917679064
3.355652751879866,1.2094859450690802,0.09746875968129316,0.3366485306698431,0.0031103139989525123,0,0,0.7126488018433138,1.6055025917679064
3.5209740989942238,0.12697647438488133,0.09746875968129316,0.3366485306698431,0.0031103139989525123,0,0,0.7126488018433138,1.6055025917679064
3.9069021325113895,0.0,0.09746875968129316,0.3366485306698431,0.0031103139989525123,0,0,0.7126488018433138,1.6055025917679062
3.7641518562185765,0.0,0.09746875968129316,0.3366485306698431,0.004665470998428769,0,0,0.7126488018433138,1.6055025917679062
4.075592333288901,0.0,0.04873437984064658,0.2356539714688902,0.004665470998428769,0,0,0.7126488018433138,1.6055025917679064
4.112850902155557,0.0,0.04873437984064658,0.2356539714688902,0.0069982064976431505,0,0,0.7126488018433138,1.6055025917679064
3.8044859287680803,0.0,0.04873437984064658,0.2356539714688902,0.004665470998428769,0,0,0.7126488018433138,1.6055025917679064
3.944465987507789,0.009517253257353765,0.04873437984064658,0.2356539714688902,0.0031103139989525123,0,0,0.7126488018433138,1.6055025917679064
3.8600105904312443,0.009105613537964942,0.04873437984064658,0.2356539714688902,0.0031103139989525123,0,0,0.7126488018433138,1.6055025917679064
3.4791273337610895,0.4874096320777032,0.01624479328021553,0.20198911840190586,0.0031103139989525123,0,0,0.7126488018433138,1.6055025917679062
3.8126645603651843,0.794362402101215,0.01624479328021553,0.20198911840190586,0.0,0,0,0.7126488018433138,1.6055025917679064
3.570131019831555,1.4335833075520097,0.018838352102982365,0.16301441660251897,0.0,0,0,0.7126488018433138,1.6055025917679064
