building_id,date,load_0,load_1,load_2,load_3,load_4,load_5,load_6,load_7,load_8,load_9,load_10,load_11,load_12,load_13,load_14,load_15,load_16,load_17,load_18,load_19,load_20,load_21,load_22,load_23,category,month,season,is_weekend,floor,area,total_floor_area,cluster
1,2021-01-01,0.0024616412433824,0.0021175427989912,0.0019039186742143,0.0018650844392536,0.0021094256647089,0.008297130670514,0.0233048358316774,0.0252149326461713,0.0242303134403706,0.0215444770762378,0.1255860309054162,0.1135429768276725,0.1100139064769398,0.0564165193035895,0.0119269980149551,0.0133962137766855,0.0158490911986898,0.0207271191042612,0.0237654187170123,0.0227543069327901,0.0210770197668479,0.017586696242317,0.0150069499224428,0.0090856158112191,residential,1,winter,0,1,0.23549869,0.23549869,1
1,2021-01-02,0.0024775814758395,0.0021160710042546,0.001899392528729,0.0018614025093727,0.0021557172556824,0.0082091453702922,0.0233087782450865,0.0252200531234852,0.0242352343621732,0.0215487734617884,0.1160858299991916,0.096433663500564,0.0754144351490321,0.0132840344983287,0.0119290974570959,0.0133986122264102,0.015851897269865,0.0207308388097215,0.0237698016810267,0.0227584961454906,0.0210808576765433,0.0175898230441086,0.0150096639912845,0.0090871134171863,residential,1,winter,1,1,0.23549869,0.23549869,1
1,2021-01-03,0.002449132739427,0.0021481031183883,0.0019061487563102,0.0018673693550493,0.0044194637977232,0.0082681749880633,0.0233133305388709,0.0252249539895499,0.0242399452716284,0.0215528864406308,0.0197740495747527,0.0165351315497034,0.0147213098714444,0.0132863379185533,0.0119311072921617,0.0134009083070058,0.0158545835740674,0.0207343997530427,0.0237739966318882,0.0227625064031926,0.0210845317669766,0.0175928163894563,0.0150122622199396,0.0090885463848937,residential,1,winter,1,1,0.23549869,0.23549869,1
1,2021-01-04,0.0024492116656047,0.0021358821810565,0.0019013657548193,0.0018633190179183,0.0064527275242371,0.0082645440104961,0.0233176785260062,0.0252478143484848,0.0244691939533807,0.0217815633751571,0.0200023550107297,0.016762740058159,0.0149235309634953,0.013513286881839,0.0121577758465178,0.013627850260068,0.0160818982373324,0.0207559800638831,0.0237780034879667,0.0227663369588148,0.0210880409753094,0.0175956753921679,0.0150147438389665,0.0090899157588766,residential,1,winter,0,1,0.23549869,0.23549869,1
1,2021-01-05,0.002449286858992,0.0021481940366801,0.0019069438999639,0.001868736849973,0.0021248533375496,0.0082724841510417,0.0233224114119449,0.0252522744931009,0.0244734807126102,0.0217853058711277,0.0200057433644475,0.0167654644281303,0.014925895237987,0.0135153828935468,0.0121596047085658,0.0136299395930346,0.0160843426567221,0.0207592203666355,0.0237818213495475,0.0227699863110091,0.0210913842281228,0.0175983992052324,0.0150171081134582,0.0090912200309229,residential,1,winter,0,1,0.23549869,0.23549869,1
1,2021-01-06,0.002449358295193,0.0021482361802365,0.0019069538214295,0.0018687464865542,0.0021248886529873,0.0082736284513408,0.0233263470984823,0.0252565119542494,0.0244775534444216,0.0217888615083038,0.0200089625192492,0.0167680527743788,0.0149281414677856,0.0135173742545217,0.0121613422582643,0.0136319246087275,0.0160866650299039,0.0207622988859122,0.023785448140511,0.0227734532381682,0.0210945605645343,0.0176009870226887,0.0150193543432568,0.0090924591824243,residential,1,winter,0,1,0.23549869,0.23549869,1
1,2021-01-07,0.002449425953762,0.0021482760965408,0.0019069632185537,0.0018687556138498,0.0021249221020325,0.0082747122768325,0.0233300747881522,0.0252605254758491,0.0244814109420871,0.0217922292339587,0.0200120115883039,0.0167705043303909,0.0149302689876915,0.0135192603750411,0.0121629879810536,0.0136338047193039,0.0160888646691286,0.0207652147100397,0.0237888832595289,0.0227767371035868,0.021097569040871,0.0176034380778538,0.0150214818631627,0.0090936328464472,residential,1,winter,0,1,0.23549869,0.23549869,1
1,2021-01-08,0.0024494898146625,0.0021483137737721,0.0019069720885535,0.001868764229157,0.0021249536747797,0.008275735306601,0.0233335933773138,0.0252643138686889,0.0244850520626492,0.021795408051001,0.0200148896013879,0.0167728183701611,0.0149322771676602,0.0135210406965482,0.0121645413895699,0.0136355793679858,0.016090940922994,0.0207679669755232,0.0237921254019973,0.0227798367592503,0.0211004087613824,0.0176057516448719,0.0150234900431314,0.0090947406754496,residential,1,winter,0,1,0.23549869,0.23549869,1
1,2021-01-09,0.0024495498589828,0.0021483492007726,0.0019069804288022,0.0018687723299243,0.0021249833618788,0.0082766972377306,0.0233369018242347,0.0252496968260617,0.0242637265522419,0.0215736481760626,0.0197928468228449,0.0165502452868508,0.0147344259399631,0.0132979657702585,0.0119412531022263,0.0134124991076701,0.0158681442550788,0.0207523756831084,0.023795173993975,0.0227827514602191,0.021103078889936,0.0176079270386017,0.0150253782884583,0.0090957823413854,residential,1,winter,1,1,0.23549869,0.23549869,1
1,2021-01-10,0.0024496060689412,0.0021483823670511,0.0019069882368299,0.0018687799137527,0.0021250111545384,0.0082775977853957,0.0233399991493994,0.0252530316608924,0.0242669319999355,0.0215764465540056,0.0197953802570835,0.0165522822792217,0.0147361936914635,0.0132995329435515,0.0119426205295873,0.0134140612873149,0.0158699719303584,0.0207547984348116,0.0237980284114501,0.0227854800136484,0.0211055786261519,0.0176099636148204,0.0150271460399588,0.0090967575357998,residential,1,winter,1,1,0.23549869,0.23549869,1
