building_id,date,category,floor,area,total_floor_area,season,is_weekend,load_0,load_1,load_2,load_3,load_4,load_5,load_6,load_7,load_8,load_9,load_10,load_11,load_12,load_13,load_14,load_15,load_16,load_17,load_18,load_19,load_20,load_21,load_22,load_23
1,2021-01-01,residential,1,0.23549869,0.23549869,winter,0,0.0005797132880665333,0.0004986785551813793,0.0004483703536440122,0.0004392249421836076,0.0004967669806913271,0.001953963403664891,0.005488258309025091,0.00593808360661159,0.005706207073496691,0.005073696128189038,0.029575345760525035,0.026739222301617235,0.02590813085710184,0.013286016390355041,0.002808792408154539,0.003154790795369391,0.0037324402149819915,0.0048812093965274915,0.005596724975157891,0.005358609474529992,0.004963610544196791,0.004141643926493591,0.0035341170476308912,0.002139650621385403
1,2021-01-02,residential,1,0.23549869,0.23549869,winter,1,0.0005834671919284702,0.0004983319494489506,0.00044730445231147315,0.0004383578525199864,0.0005076685897236082,0.001933242980723391,0.005489186742218391,0.0059392894723111905,0.00570736594413479,0.005074707921357938,0.02733806089237234,0.022710001426283637,0.017760000684687038,0.0031283727222712384,0.0028092868240284386,0.003155355627137591,0.003733101041067791,0.004882085382290591,0.005597757157441591,0.005359596028633091,0.004964514366902391,0.00414238028421939,0.003534756207287691,0.002140003305628803
1,2021-01-03,residential,1,0.23549869,0.23549869,winter,1,0.0005767675517711781,0.0005058754703653707,0.0004488955350561827,0.0004397630368602617,0.00104077793486625,0.001947144378379691,0.005490258801441091,0.005940443619849291,0.005708475357140191,0.0050756765224873384,0.004656762770849338,0.003894001818932839,0.003466849189809239,0.003128915174716638,0.002809760137553539,0.003155896351109991,0.003733733662188391,0.004882923979777892,0.005598745062874091,0.005360540439068491,0.004965379610386391,0.004143085213127491,0.003535368086732291,0.002140340767646703
1,2021-01-04,residential,1,0.23549869,0.23549869,winter,0,0.0005767861387826361,0.000502997455633154,0.00044776914447081166,0.0004388091877718471,0.0015196088788848032,0.001946289287919191,0.0054912827467155905,0.005945827204431391,0.0057624631213770905,0.005129529641001491,0.004710528401941791,0.003947603324506991,0.0035144719920775906,0.003182361358267291,0.0028631402851685907,0.003209340883762191,0.0037872659676050913,0.004888006114710591,0.00559968867223159,0.005361442529899492,0.004966206024351691,0.004143758504520791,0.003535952504762191,0.002140663253425803
1,2021-01-05,residential,1,0.23549869,0.23549869,winter,0,0.0005768038467268474,0.0005058968815039764,0.00044908279034499443,0.0004400850801233723,0.0005004001774350659,0.001948159180616091,0.0054923973351540915,0.005946877562645692,0.00576347264755999,0.005130410993899891,0.004711326354803591,0.003948244910066291,0.0035150287756231906,0.0031828549662786913,0.002863570979785091,0.0032098329189387906,0.003787841625169191,0.004888769201763991,0.00560058777363249,0.0053623019475605915,0.004966993356009591,0.004144399958929291,0.003536509288307791,0.002140970407784103
1,2021-01-06,residential,1,0.23549869,0.23549869,winter,0,0.0005768206698586044,0.0005059068062563081,0.0004490851268371547,0.0004400873495256256,0.0005004084941743806,0.001948428661837491,0.005493324184177891,0.005947875479195092,0.005764431770566291,0.005131248341796991,0.004712084461542291,0.003948854462217091,0.0035155577597981913,0.003183323929179591,0.002863980170462891,0.003210300387534091,0.003788388541011191,0.004889494189020791,0.005601441878153291,0.0053631184043648914,0.004967741379073491,0.004145009386550191,0.003537038272482791,0.0021412622263394026
1,2021-01-07,residential,1,0.23549869,0.23549869,winter,0,0.0005768366033629683,0.0005059162064936772,0.000449087339847585,0.0004400894989917965,0.000500416371380717,0.0019486839013209908,0.00549420205021189,0.005948820658274091,0.005765340206213191,0.005132041436776991,0.004712802513310391,0.003949431800446391,0.003516058787948991,0.0031837681080910908,0.0028643677360238907,0.0032107431511118906,0.003788906553167091,0.004890180861783091,0.00560225084418199,0.0053638917503690915,0.004968449871309691,0.0041455866068306904,0.003537539300633591,0.002141538622679303
1,2021-01-08,residential,1,0.23549869,0.23549869,winter,0,0.0005768516425213829,0.0005059250794322924,0.0004490894287209232,0.00044009152788534106,0.0005004238067213155,0.0019489248234912909,0.005495030673350091,0.005949712819825091,0.005766197685335692,0.0051327900440261915,0.004713480281621491,0.003949976753780891,0.0035165317117008908,0.0031841873714737907,0.002864733561694491,0.003211161078551691,0.003789395508232491,0.0048908290166989905,0.0056030143644860905,0.005364621715217291,0.004969118621770092,0.004146131448832691,0.003538012224385491,0.0021417995149581033
1,2021-01-09,residential,1,0.23549869,0.23549869,winter,1,0.0005768657828801436,0.0005059334224445172,0.0004490913928385692,0.0004400934356054216,0.0005004307979942699,0.0019491513570121912,0.005495809808265891,0.005946270525434691,0.005714075817571191,0.0050805658839836385,0.004661189498150638,0.003897561084232039,0.0034699380067633387,0.0031316535185607385,0.0028121494625327386,0.003158625969482491,0.0037369271848020913,0.004887157287759891,0.005603732303903191,0.00536530812347719,0.004969747433546591,0.004146643751206291,0.003538456903686391,0.002142044825921403
1,2021-01-10,residential,1,0.23549869,0.23549869,winter,1,0.0005768790202517172,0.0005059412330596473,0.00044909323161886825,0.00044009522158708494,0.0005004373431291814,0.001949363434807591,0.005496539224284691,0.0059470558746686905,0.005714830696303892,0.005081224898323338,0.0046617861185950385,0.003898040793266939,0.0034703543099259384,0.0031320225858182385,0.0028124714898849386,0.003158993860742391,0.003737357599936191,0.0048877278426121915,0.005604404515479291,0.005365950694235391,0.004970336118150792,0.004147123362237891,0.0035388732068489907,0.002142274482928503
1,2021-01-11,residential,1,0.23549869,0.23549869,winter,0,0.0005768913507159998,0.0005059485089646433,0.00044909494451728305,0.0004400968853014295,0.0005004434401877702,0.0019495609940824912,0.005497218705452091,0.0059520686348250905,0.005768461842484491,0.005134766803841491,0.004715269975833792,0.003951415738824591,0.0035177804979041904,0.003185294463950591,0.002865699548385691,0.0032122646433838907,0.003790686626171591,0.004892540512291291,0.005605030735069391,0.005366549238468392,0.004970884504279591,0.004147570139999891,0.003539261010588791,0.002142488330329703
1,2021-01-12,residential,1,0.23549869,0.23549869,winter,0,0.0005769027704548914,0.0005059552480028124,0.00044891407105994056,0.000439780787967912,0.0004992850634242505,0.0019520175482782912,0.005497865045463791,0.005952746323166492,0.005769113104100591,0.005135335355124691,0.004715784746101991,0.003951829635356991,0.0035181396873769904,0.0031856128979323908,0.002865977395986291,0.0032125820627061912,0.003791057991558791,0.004893032791272191,0.0056056105348012905,0.005367103692685591,0.004971392428045791,0.0041479839519772905,0.003539620200061591,0.002142686567708903
1,2021-01-13,residential,1,0.23549869,0.23549869,winter,0,0.0005769132765860346,0.0005059614481844578,0.0004490979906768537,0.0004400998439937434,0.0005004542829868622,0.0019499123274005908,0.005498427073396091,0.005953369666491691,0.005769712303055191,0.005135858507369491,0.01320379273214759,0.01765650997509649,0.019361175447202093,0.0031859058700682906,0.002866233027010891,0.003212874101314291,0.0037913996627272906,0.004893485707834791,0.005606144041980391,0.005367613735339691,0.004971859735851391,0.004148364675724791,0.003539950668896891,0.002142868861445903
1,2021-01-14,residential,1,0.23549869,0.23549869,winter,0,0.0005769228653322923,0.0005059671076654487,0.00044909932303543245,0.00044010113809505214,0.0005004590255146442,0.0019500659974187907,0.00549895560241869,0.005953938726563591,0.00577025923275239,0.005136336012692591,0.0047166906651862905,0.00823476993196769,0.012688387792814991,0.003186173293597491,0.002866466365756691,0.0032131406727238907,0.003791711538494691,0.004893899127852491,0.005606631159433691,0.0053680793778985905,0.0049722862921148915,0.004148712198494691,0.003540252319229091,0.002143035281235403
1,2021-01-15,residential,1,0.23549869,0.23549869,winter,0,0.000576931534519671,0.0005059722247777865,0.0004491005277091833,0.00044010230817786804,0.0005004633135485289,0.001950204940883891,0.00549943348119579,0.005954453373127391,0.005770753761207691,0.005136767730941891,0.004717081543360192,0.003952872313759891,0.003519044549043091,0.0031864150893246906,0.002866677343122591,0.0032133816979920907,0.003791993526501691,0.004894272928894591,0.0056070713940256905,0.0053685003489214915,0.004972671967654491,0.004149026417256191,0.003540525061727691,0.0021431857417676028
1,2021-01-16,residential,1,0.23549869,0.23549869,winter,1,0.0005799322959445598,0.0004946015317404072,0.00044975168829151983,0.0004405441190484065,0.0005010171307792604,0.001943070982264791,0.00549980844119749,0.00595063199387009,0.005718267642807491,0.005084225436478638,0.007490390205811338,0.011105146460291438,0.01330958327750034,0.0031337031090388386,0.002813937820023739,0.003160669029135891,0.003739317466634291,0.004890325826199691,0.005607464993833591,0.0053688765947971905,0.00497301665893249,0.0041493072393018905,0.0035407688156224907,0.002143320198352503
1,2021-01-17,residential,1,0.23549869,0.23549869,winter,1,0.0005836804708887742,0.001011610076549747,0.0004489683722793346,0.0004396824179229714,0.0005028724242766735,0.001947138621882291,0.0055000974236880905,0.0059510370184086905,0.005718656996208191,0.005084565308902039,0.004664810467861239,0.0039004725088268386,0.0034724646118050387,0.0031338934419567386,0.002814103893833739,0.0031608587555761914,0.0037395394374721905,0.0048906200689633915,0.005607811894624491,0.005369207939534691,0.0049733202457406915,0.004149554581004491,0.003540983508728091,0.002143438647614203
1,2021-01-18,residential,1,0.23549869,0.23549869,winter,0,0.0005769519979267283,0.0005059843075247719,0.0004491033722363406,0.0004401050710274323,0.0005004734386374463,0.001950533022480391,0.005500561876488791,0.0059556681830216915,0.0057719215353867915,0.0051377871278506905,0.004718004505117791,0.003953614417581291,0.0035196885647803913,0.003186986031713291,0.0028671755153712912,0.003213950821127191,0.003792659373280891,0.004895155570048592,0.005608111515186491,0.005369494367378292,0.004973582654168691,0.004149768369467691,0.0035411690774649913,0.002143541018039203
1,2021-01-19,residential,1,0.23549869,0.23549869,winter,0,0.0005769569644436646,0.0005059872416032846,0.0004491040629785272,0.0004401057419356869,0.0005004758973329264,0.001950612692138091,0.005500835890003791,0.005955963210596792,0.0057722050141398905,0.005138034729914791,0.004718228641238691,0.003953794626192691,0.0035198449541942907,0.0031871246763772905,0.0028672964889151905,0.0032140890240131906,0.003792821064030791,0.004895369906010992,0.005608363870943191,0.005369735785195692,0.0049738038019331915,0.004149948541262891,0.003541325466878891,0.002143627291461403
1,2021-01-20,residential,1,0.23549869,0.23549869,winter,0,0.0005769610009708575,0.0005059896273466686,0.0004491046246312248,0.00044010628746112115,0.0005004778965346213,0.001950677473372791,0.00550105869657669,0.005956203104271091,0.005772435581979591,0.005138236021129691,0.004718410884359292,0.003953941157899891,0.003519972117971991,0.003187237411496591,0.002867394855246091,0.003214201399912791,0.003792952538445091,0.004895544187440691,0.005608569273349091,0.005369932034207492,0.004973983620131391,0.004150095043034091,0.003541452630656591,0.002143697442333903
1,2021-01-21,residential,1,0.23549869,0.23549869,winter,0,0.0005769641063129276,0.0005059914640484085,0.0004491050570281054,0.0004401067074421828,0.0005004794356504866,0.001950727347012091,0.00550123023024289,0.005956387792962191,0.005772613170595291,0.005138390942222791,0.004718551149584791,0.003954053968616091,0.0035200700184551906,0.0031873242036857914,0.002867470585233691,0.0032142879155468906,0.003793053757588591,0.004895678362726191,0.005608727412775891,0.0053700831461291915,0.004974122058923891,0.00415020783139579,0.003541550531139791,0.0021437514498839033
1,2021-01-22,residential,1,0.23549869,0.23549869,winter,0,0.0005769662795502571,0.0005059927511645826,0.00044910536004141155,0.0004401070017547926,0.0005004805142258054,0.001950762298277591,0.00550135044021749,0.0059565172219453915,0.005772737568043491,0.005138499544158191,0.004718649513344491,0.003954133027011291,0.0035201386266512907,0.003187385027241991,0.002867523656451391,0.0032143485452946906,0.003793124691486391,0.004895772392132592,0.005608838074505091,0.005370189042501192,0.004974219076175891,0.004150286872947091,0.003541619139335891,0.002143789298119103
1,2021-01-23,residential,1,0.23549869,0.23549869,winter,1,0.0005769675200393318,0.0005059934883140244,0.0004491055335806184,0.0004401071703106644,0.0005004811319388517,0.001950782316827691,0.005501419290911091,0.0059523101788056905,0.005719880740531291,0.005085633669699538,0.004665777714700839,0.0039012502302958386,0.0034731395380045386,0.0031344917875471387,0.002814625976576639,0.003161455194595291,0.003740237242525991,0.004891545073750092,0.005608901634899891,0.005370249697009092,0.004974274643156691,0.004150332144280391,0.003541658434927591,0.002143810975831803
1,2021-01-24,residential,1,0.23549869,0.23549869,winter,1,0.000576967827412585,0.0005059936752784315,0.0004491055775949734,0.00044010721306110806,0.0005004812886070997,0.0019507873967371911,0.0055014367619395915,0.005952328989705391,0.005719898820159591,0.005085649453642438,0.004665792042809339,0.0039012617210456386,0.003473149509354639,0.0031345006274962387,0.0028146336898196385,0.003161464006376891,0.003740247551887891,0.004891558739757691,0.005608917734702691,0.005370265087914991,0.0049742887434104915,0.004150343631989291,0.003541668406277691,0.0021438164787444033
1,2021-01-25,residential,1,0.23549869,0.23549869,winter,0,0.0005769672015791984,0.0005059933120024388,0.00044910549207147926,0.0004401071299934994,0.0005004809841842855,0.0019507775330732911,0.00550140284812869,0.005956573649070391,0.005772791801571191,0.005138546941386891,0.004718692383591591,0.004799712108441892,0.003520168537748591,0.0031874115444717912,0.002867546793896191,0.003214374978029891,0.003793155616519191,0.004895813386108191,0.0056088863308549905,0.005370235210661991,0.004974261372761791,0.00415032133267149,0.003541649050433191,0.002143805798804003
1,2021-01-26,residential,1,0.23549869,0.23549869,winter,0,0.0005769656427245198,0.0005059923985936271,0.00044910527703476345,0.0004401069211311538,0.0005004802187621524,0.001950752739021991,0.005501317559523891,0.005956481819592992,0.0057727034603926915,0.005138469886435891,0.007269253592937591,0.011557762020465791,0.009568651663135391,0.003187368390343391,0.002867509140028391,0.003214331961407891,0.0037931052891341907,0.004895746672529891,0.005608807736197591,0.005370160106560591,0.004974192544058791,0.004150265253055191,0.003541600373126291,0.0021437789455964027
1,2021-01-27,residential,1,0.23549869,0.23549869,winter,0,0.0005769631513099427,0.0005059909353224909,0.00044910493254983133,0.000440106586538185,0.0005004789925716046,0.001950713011652791,0.00550118092137109,0.005956334702546591,0.005772562144062491,0.005138346408508191,0.004718510859158491,0.003954021540662691,0.006561192249847192,0.0031872992544965907,0.002867448815972991,0.003214263045855991,0.003793024661242791,0.0048956397928431915,0.005608681905226091,0.005370039747632391,0.0049740822681813915,0.00415017540949859,0.0035415223887722913,0.0021437359249320033
1,2021-01-28,residential,1,0.23549869,0.23549869,winter,0,0.0005769597280735223,0.0005059889226223669,0.00044910445871754694,0.00044010612631181084,0.0005004773059664844,0.001950658366167791,0.0055009929741252905,0.005956132341523391,0.005772367579612591,0.005138176644736491,0.008202432897564692,0.009681977742016791,0.010719880690412293,0.0031872041574053907,0.002867365839594491,0.0032141682517825908,0.003792913756722091,0.004895492778699591,0.005608508709164491,0.005369874177607591,0.004973930583768691,0.0041500518287325905,0.003541415120465591,0.002143676749549803
1,2021-01-29,residential,1,0.23549869,0.23549869,winter,0,0.0005769553740289357,0.0005059863610892964,0.00044910385567833837,0.00044010554058791974,0.0005004751594483935,0.001950588818742791,0.0055007537734307905,0.005955874796484491,0.00577212004659709,0.005137960542539791,0.01731763895351299,0.014747284745652092,0.01944871817242379,0.003187083127231891,0.002867260235465391,0.0032140476072601907,0.003792772608415691,0.004895305673635791,0.005608288094895991,0.005369663445507392,0.004973737528532491,0.0041498945472331905,0.003541278599972491,0.0021436014369726033
